  -1.0436638786904654e-03   -1.1789052667584050e-03   -4.5118909542426040e-02          9.9913380968370434e-01
  -8.7195422831690819e-04   -9.6341690671889983e-04   -3.7269684168358000e-02          9.9941873509673587e-01
  -7.1306663311786680e-04   -7.7233054727323488e-04   -3.0174230257313428e-02          9.9962752489310285e-01
  -5.6812903768926933e-04   -6.0451772097839096e-04   -2.3830983544279363e-02          9.9977504066692635e-01
  -4.3811472775708814e-04   -4.5894911889605047e-04   -1.8238382463394400e-02          9.9987449641993360e-01
  -3.2385416723864938e-04   -3.3470194189039965e-04   -1.3394923818670092e-02          9.9993748483277176e-01
  -2.2604553795536420e-04   -2.3096590888971815e-04   -9.2992109231582309e-03          9.9997400133196463e-01
  -1.4526393433070163e-04   -1.4704810338439823e-04   -5.9499945671509852e-03          9.9999246559944703e-01
  -8.1969179842494459e-05   -8.2376814158273524e-05   -3.3462071333434350e-03          9.9999974023247322e-01
  -3.6512242859170667e-05   -3.6504501247975354e-05   -1.4869901316084192e-03          1.0000011463166457e+00
  -9.1402374085060943e-06   -9.1099935120017524e-06   -3.7171537876684095e-04          1.0000004757247578e+00
